Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.03707086,2.742463144,5.604597247,7.630499772,0.693850282,4.056821561,2.042517716,5.215141612,2.730684612,3.533635676,1.040335828,5.780346821,1.656420765,3.807604009,1.47796537,6.405145378,9.121790389,10.0164805,3.59936751,10.39081014,4.577208558,3.799318071,-10.30032848,-5.750906169,-4.119419554,-3.279163048,-4.561778538,-3.919724051,-0.829914211,1.509167842,3.112407866,10.09297951,-0.669114766,3.567180606,3.809913144,7.134477465,7.522854626,8.124563997,8.024817644,6.901359591,4.168523982,7.936709687,14.44098954,7.950051511,6.20893788,13.20805861,4.754209701,3.391737078,-4.391729247,3.32322471,-0.294354409,1.269964365,2.229074805,-0.912544969,1.483781034,-5.601818139,-2.987340197,0.066049775,-1.246427336,-7.853939948
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,3.454867893,0.161952472,10.40972858,4.747815409,4.669631776,10.56019747,17.74271827,-0.654643505,8.074782332,7.156099909,7.876852653,3.411095854,6.440473533,6.567521173,7.418739595,5.514072828,-0.493737603,4.681917384,5.748843265,5.648573235,-1.446988414,6.701371095,0.072159078,1.746699129,7.949819436,3.904545301,7.805728857,2.189828889,3.178411391,2.351669888,7.146080839,5.440943436,4.783762572,6.054634515,4.709972903,3.796271547,1.322557147,4.702399649,6.235790615,3.486545622,5.244099762,6.709521019,4.237781547,3.043450093,3.511164066,-1.664189085,3.913275869,2.14306442,2.706608566,1.000180784,1.117425857,2.244200968,2.510907072,1.401976676,-9.182372594
Turkey,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.156069385,5.571428582,9.066305552,5.459056798,2.823529543,11.21281504,4.732510244,6.77799601,4.081145621,3.233508973,5.566694501,7.425788326,3.262334518,5.594474403,7.17411269,10.46117956,3.406669804,1.502933011,-0.62411357,-2.447350426,4.856648767,3.563227812,4.971080777,6.712015712,4.241335716,7.012031111,9.485538842,2.320736794,0.290244069,9.266146671,0.720279036,5.035634939,7.651265203,-4.668147364,7.878266876,7.379664474,7.577663644,2.404150257,-3.263168406,6.933239705,-5.750006555,6.447722047,5.763206067,9.795936389,8.992304936,6.947988086,5.043507932,0.815024573,-4.823153953,8.427104323,11.20011058,4.788492711,8.485816997,4.939715161,6.084486904,3.323084208,7.501997489,2.979885235,0.889585161,1.793551396
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.609164985,2.788866584,4.110691014,10.28348701,-5.004437317,-5.961361169,10.00322432,15.50121998,-1.563791371,-0.970599814,1.634107644,7.886174359,-3.333536533,-1.352181114,-3.779729962,2.138938329,6.350564875,7.983260905,-4.432851394,-2.729427912,7.515954206,-3.835748821,4.576823704,1.348012682,9.142893933,3.034723153,4.094017717,2.5,9.756097561,4.4
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.764443407,7.045071644,2.071988211,0.584322134,1.205800808,1.567661766,3.569911868,4.544366802,3.525278191,3.708511596,4.863863755,4.520784635,6.070808288,7.093194984,6.672789829,7.50381466,7.476319258,6.53222139,6.768535202,5.68641686,5.269105248,6.336523427,7.672155435,4.50015356,6.781585601,6.732461868,6.160628774,6.867116196,6.785680114,5.444967601,5.799999977,1.996343506
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,5.744557709,-0.344676681,-3.306380003,0.390086946,3.961902787,8.267073544,6.361941247,6.474140151,5.554095496,3.418356891,8.326292521,6.403635743,11.52324381,9.072114582,5.100001863,4.905265484,8.053948377,3.141907338,5.183661126,8.732685764,6.473258672,6.807233344,6.332565116,10.78474439,8.412425965,8.708751901,6.801517348,5.637611638,9.391655493,3.837455606,3.586905826,5.106307324,5.187859863,4.781000291,3.131405518,6.303923781,6.438745034,2.951306422
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56646327,3.873103211,-6.345235128,-8.7,-9.9,-14.2,-22.9,-12.2,-10,-3,-1.9,-0.2,5.9,8.8,5.339647212,9.516609863,11.79535253,3.071230394,7.571420762,8.215844451,2.243491598,-15.13646791,4.092004367,5.445280813,0.152314965,0.045439094,-10.07889498,-9.772987211,2.440981945,2.359972281,3.488362342,3.199503862,-4.000006101
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.165726677,3.338125697,3.869713721,8.735038575,7.221063905,6.189694977,3.224714009,5.547685234,7.812042681,8.323267286,6.751457284,6.617816251,7.975138678,6.064150469,5.004223193,4.986349797,4.769626555,5.216498837,6.924047904,6.6191305,2.213436173,2.046273139,0.953660203,6.228740886,4.983331866,4.854163111,5.539908218,3.794270609,2.230172284,1.071920772,0.920654129,1.012158124,4.223570982,3.773425674,3.578509788,5.270090268,5.661690917,3.015680719,3.598685129,6.363904251,3.642949736,4.759578923,5.913358326,8.171151156,7.680437656,8.870367672,9.63296387,6.563680441,2.659467304,8.278238313,6.93094704,5.827937551,5.612828813,4.74147051,4.2786624,4.234160565,5.205227428,4.925522073,4.120976557,-0.713231665
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.493037918,-1.57454885,0.170458855,2.44052078,1.045604053,3.062855935,-3.656834112,1.888911744,5.864740633,2.333213382,-0.251711532,-1.319569861,0.275199617,2.895344599,6.096914313,3.935470176,1.455461179,5.373985348,6.199116731,5.843400901,1.559559829,-9.757871461,-10.27439919,-1.14261745,1.466536029,8.809808295,7.993137205,1.480937462,1.103901025,0.297348378,3.538808504,7.931588414,2.657546107,7.281342644,-1.447598969,5.577957764,8.547683201,4.518890097,-1.939212154,-1.929930638,-3.844129949,-7.732007206,0.805283915,5.004160334,7.460132138,4.098577364,6.541510842,7.176144668,4.243494175,7.803409666,5.162133029,3.538178707,4.637538641,3.238791217,0.370741265,1.689798164,1.627753973,0.477907184,0.350447153,-5.858721243
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.3,6.1,4.4,5.8,6.4,6.5,2.5,4.8,3.1,-0.346648734,3.293351653,5.258907331,5.645722571,-0.540551663,-0.205456064,5.388139293,4.624153064,5.53530496,3.166145311,-0.256749677,2.537719298,-1.802887407,4.583913364,7.236633158,4.169656215,3.462645977,3.459251985,4.177061284,3.672648159,1.885964958,-0.108264787,3.522440523,2.751781042,4.028793263,2.684217275,3.772565502,4.381775174,4.481407561,4.753235983,4.127484017,0.998340792,1.741695251,2.861210768,3.798891125,3.513213799,2.854972294,1.876171454,-0.136579803,-2.536757067,2.56376656,1.550835505,2.249545852,1.842081071,2.525973446,3.07551465,1.711426774,2.332679395,2.996464352,2.161176515,-3.642013879
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.138582275,3.091293973,1.600000006,-0.492000004,-11.2,-2.300000006,-5.199999992,-0.900000006,1.700000004,5.199999997,4.3,4.300000003,3.834999999,4.16383825,3.973488192,4.232627382,7.449000605,6.950007197,7.451418476,9.473005305,9.029161017,8.050933328,7.597167961,7.525139894,7.102444887,7.29655037,6.873838441,7.218773508,5.9321508,4.395274633,5.354996888,5.709632222,1.714770576
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.527283278,3.694261801,-6.265338526,3.669725565,0.884935067,0,-9.523813464,6.509705889,2.86084497,10.74588955,2.968050584,25.83148894,-11.10133505,-8.820591531,-7.608709435,10.37682032,13.22941109,9.777046233,3.382857203,2.44320224,4.61399932,4.476429772,2.167878054,6.587650005,6.177907709,5.600734205,0.43807517,14.07421273,1.405076286,6.942727397,-1.864689129,4.268973825,6.801949416,-1.297155895,7.766651721,1.287906805,3.505152757,4.090199571,2.71030492,1.639033243,1.709991316,6.32121541,7.689536647,4.156329273,2.488357778,7.687938632,3.342810895,1.584489485,-2.099141864,-3.35100955,-0.421116875,1.379014464,1.837857445,1.211041852,1.33145639,1.898587636,0.999772779,2.159730034,0.534023343,-3.252833908
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.192519439,8.532933763,3.900951164,11.12934529,4.162866665,1.510250111,2.833869031,7.337232658,0.706036796,7.711914381,1.47929121,1.282805036,7.109957895,2.069333202,2.89625778,7.727739847,6.270783513,2.346896372,0.764355145,-4.421322364,-0.362810903,-2.071006071,-3.764817123,1.442164633,0.193300161,6.510345028,3.581649938,5.82136842,-8.569882013,6.467940853,9.729887977,6.060473262,0.275388158,-2.349507928,3.951662724,-0.197837257,6.370931401,0.294055161,-5.970458146,3.686944167,3.394236108,-8.855647353,-7.75530005,18.28660669,10.3179138,9.872149109,8.753578808,5.277854124,-3.202302657,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,,,,,,
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.396080884,3.285893679,3.485309017,3.504993147,4.010594022,1.218624955,-6.594788859,0.596383224,-8.204245554,-14.8125,-6.285155295,-1.774530271,-0.425079702,1.600853789,-0.735294118,1.587301587,2.213541667,
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,3.805855668,2.789291575,3.583469633,5.135011671,7.364512893,5.10091814,5.960843932,8.64604746,8.072730657,8.838980952,9.540480175,9.340017496,8.152084143,5.764455464,4.773586881,6.787316408,6.192893312,6.320820988,6.899063492,7.536410612,7.547247727,6.977954812,7.129504484,5.661771208,5.397897543,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637,6.679288789,6.210811668,6.81224566,7.075788617,7.017434882,2.905835584
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,-11.39980671,4.377956677,1.979883115,3.009629254,9.574991485,1.001623321,-0.150463359,-2.893934724,-1.692882838,1.531893521,11.6956998,3.14763848,2.585413728,0.735447995,9.081466093,1.003945041,2.327335416,4.906812678,1.176854361,0.337293222,5.924809057,-3.397582489,-5.198318759,4.288335117,3.987392802,5.305326473,8.465159865,2.871659844,5.602991462,3.037246028,1.260681797,3.137874086,1.010029914,0.468608459,3.12624625,0.371578452,4.688677823,6.315604199,2.900230273,3.912534737,-6.813991132
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.800832265,5.32027962,5.192420679,6.568748535,5.555097453,5.718973156,4.163468054,5.949308061,5.83053762,3.916842495,4.290569713,5.63015088,6.42475382,1.805326886,0.599087899,5.296507475,4.076832276,4.114227043,4.188288834,1.810848565,1.927748911,0.416457954,2.620060893,4.67655387,3.711596904,3.445658046,3.741921019,4.660417832,3.739691089,2.876521005,1.44588278,2.055464687,1.80788609,3.296902597,3.089174542,3.613905279,3.868858905,2.793173126,3.504865218,4.501027401,1.999801559,2.337719992,3.160249382,4.480440733,4.048536804,4.495625775,4.438861767,2.000255441,-1.307900502,4.495215298,3.339511784,2.672507421,2.844431539,3.118183781,3.167589222,2.824569467,3.394638481,3.262696686,2.602147444,-3.362598486
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,0.431035976,1.287558088,3.919496359,5.504578339,0.483096038,-1.442299718,3.707313698,-4.421450949,-2.300009405,-0.199992237,4.099990037,-2.542098541,6.67364307,7.178972189,0.643422087,2.194889222,2.18543305,6.918794454,6.939761793,4.343996108,4.515482455,4.625000762,4.156489543,1.968808341,6.322644804,1.009087755,-4.808273849,0.467245822,4.103640825,-4.084494013,-0.342327336,0.052170614,4.296880765,8.126249353,1.042433719,-1.233162407,4.379825545,-2.5926083
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.034883829,4.939924047,6.319886223,1.712195174,5.340908175,3.348804311,5.916270444,5.571756507,4.825690427,3.406631008,4.756830619,-5.340275302
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29349386,8.207598137,4.001966381,6.721949122,5.669371322,4.634967317,5.23111204,6.006694599,3.775530496,6.181915593,3.803645872,3.935231505,3.747398185,3.972696401,5.591748076,3.170409359,3.338427956,3.64756947,3.866229516,7.70230704,-12.71482302,2.392885682,4.823414981,-0.188573712,-27.99454625,-9.375123818,-5.071795639,0.75244741,,
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.844751462,6.177883095,7.373612785,7.939781669,6.122760827,4.438308267,7.196575941,4.153444814,4.715830609,5.248674135,4.278970429,1.654762041,4.571997811,6.111054461,1.695448177,2.249904054,-0.094037534,3.014548966,3.790503812,6.620585081,5.360737419,-0.383390769,-1.846544477,5.09911491,-1.211483719,0.017834778,2.100735221,4.200132549,2.394784159,-0.317785676,-1.018219873,-2.137056889,1.233519913,3.200000003,3.100000001,4.299999997,2.600000001,0.5,2.399999997,4.200000001,2.7,3.700374404,2.949075468,4.554559907,5.277051973,5.603806459,5.360474054,3.191043886,-1.538089135,3.039732881,3.168556279,2.396232385,2.485468008,1.413826452,1.321862237,0.664552308,1.157946952,1.487617373,0.113053697,-6.431974826
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.361381991,-2.490839475,3.272392893,12.21404802,16.64745596,-5.570309809,7.919696512,1.248329982,-0.436915823,4.797112903,-0.086039551,9.208865142,-0.962048756,6.428158549,-2.269328924,6.220975267,-4.564236174,0.553763844,-3.023931031,3.035622351,6.167957407,-2.812782629,-1.966689298,-0.336834899,1.615310368,0.723893956,2.675661713,6.280749009,-1.023501789,-0.481072028,-0.036133384,-1.730922174,6.797274049,-8.625441952,2.897668893,6.218546489,3.814007497,-0.385746146,4.650189746,3.897322943,5.316868274,4.50601428,6.944973982,7.032395115,7.235599007,7.903694445,8.352436244,7.773895815,9.220348406,10.29822332,5.564602337,7.597593211,5.05723174,4.697992363,2.920375112,3.776679146,3.504336096,4.034493897,1.441306026,-2.785055065
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.316157269,1.434470887,6.244344507,-1.106171859,4.910570587,1.523130026,8.36700893,1.97013497,12.42823583,22.56515084,8.917586642,8.329774728,2.604714697,6.625153618,-1.931223239,0.464838906,-6.860703193,-2.706922485,3.297035399,14.4206839,12.52542486,2.634297144,1.585305459,-1.907360107,6.944387766,2.099029129,1.150737205,7.552374508,5.199766444,6.988552933,5.531782396,-9.015570086,1.051458626,9.235198861,0.158025651,10.36069677,2.680594174,2.885211806,-0.817821016,-3.059189762,1.439615384,-8.894023633,-16.99507469,-5.807538055,-5.71108368,-3.461495192,-3.653326859,-17.66894629,12.01955993,19.67532314,14.19391296,16.66542877,1.989492762,2.376929327,1.779872703,0.755869251,4.709492179,4.82421054,-6.144236314,-6.248748224
